Barcode,Call Number,ID,Lname,Fname,LName2,FName2,TheRest,Author/Editor,Title,Volume/Edition,Holding,Sort1,Sort2,DO NOT INCLUDE,DECIMAL CHECK,Don't Include,Sort3,Nope,Sort4,Sort5,Sort6,Sort7,Sort8,Sort9,Sort10,Sort11,Sort12,Sort13,Sort14,Processing Notes,APA Citation,Chicago Citation,Date of Entry,Notes,Column1,Column2
L0112045240,T 10.8 M28a,1270,,,,,,"Maizell, Robert E. | Smith, Julian F. | Singer, T. E. R.","Abstracting scientific and technical literature : an introductory guide and text for scientists, abstractors, and management",,T 10.8 M28a,T,10.8,M28a,TRUE,.M28a,.M,#NAME?,28,#NAME?,,,,,,,,,,,,,,,,
L0112045166,T 11 D417 1998,6522,,,,,,"Hargis, Gretchen [| five others]",Developing quality technical information : a handbook for writers and editors,,T 11 D417 1998,T,11,D417,TRUE,.D417,.D,#NAME?,417,#NAME?,1998,,,,,,,,,,,,,,,
L0112045125,T 14.5 N344 1999,6520,,,,,,"Nardi, Bonnie A. | O'Day, Vicki L.",Information ecologies : using technology with heart,,T 14.5 N344 1999,T,14.5,N344,TRUE,.N344,.N,#NAME?,344,#NAME?,1999,,,,,,,,,,,,,,,
L0112045083,T 14.5 .R86 2013,7482,,,,,,"Rushkoff, Douglas",Present shock : when everything happens now,,T 14.5 .R86 2013,T,14.5,.R86,FALSE,.R86,.R,#NAME?,86,#NAME?,2013,,,,,,,,,,,,,,,
L0112045042,T 15 S61h v. 1,1271,,,,,,"Singer, Charles (Edited by) | Holmyard, E. J. (Edited by) | Hall, A. R. (Edited by)",A history of technology,,T 15 S61h v. 1,T,15,S61h,TRUE,.S61h,.S,#NAME?,61,#NAME?,v. 1-5,,,,,,,,,,,,,Includes from early times to fall of ancient empires,,
L0112045000,T 15 S61h v. 2,,,,,,,"Singer, Charles (Edited by) | Holmyard, E. J. (Edited by) | Hall, A. R. (Edited by) | Williams, Trevor I. (Edited by)",A history of technology,,T 15 S61h v. 2,,,,TRUE,.,.,#NAME?,0,#NAME?,,,,,,,,,,,,,,Includes the Mediterranean civilizations and the Middle Ages c. 700 B.C. to c. A.D. 1500.,,
L0112044961,T 15 S61h v. 3,,,,,,,"Singer, Charles (Edited by) | Holmyard, E. J. (Edited by) | Hall, A. R. (Edited by) | Williams, Trevor I. (Edited by) | [| two others]",A history of technology,,T 15 S61h v. 3,,,,TRUE,.,.,#NAME?,0,#NAME?,,,,,,,,,,,,,,Includes from the Renaissance to the Industrial Revolution c. 1500-c. 1750 ; Assisted by Y. Peel and J. R. Petty.,,
L0112044920,T 15 S61h v. 4,,,,,,,"Singer, Charles (Edited by) | Holmyard, E. J. (Edited by) | Hall, A. R. (Edited by) | Williams, Trevor I. (Edited by) | [| three others]",A history of technology,,T 15 S61h v. 4,,,,TRUE,.,.,#NAME?,0,#NAME?,,,,,,,,,,,,,,"Includes the Industrial Revolution c. 1750 to c. 1850 ; Assisted by Y. Peel, J. R. Petty, and M. Reeve.",,
L0112045372,T 15 S61h v. 5,,,,,,,"Singer, Charles (Edited by) | Holmyard, E. J. (Edited by) | Hall, A. R. (Edited by) | Williams, Trevor I. (Edited by) | [| three others]",A history of technology,,T 15 S61h v. 5,,,,TRUE,.,.,#NAME?,0,#NAME?,,,,,,,,,,,,,,"Includes the late nineteenth century c. 1850 to c. 1900 ; Assisted by Y. Peel, J. R. Petty, and M. Reeve.",,
L0112045331,T 49 C66 1998,1277,,,,,,"Cone, Robert J. (by) | Barnes-Svarney, Patricia (Revised | Updated by)",How the new technology works : a guide to high-tech concepts,,T 49 C66 1998,T,49,C66,TRUE,.C66,.C,#NAME?,66,#NAME?,1998,,,,,,,,,,,,,,,
L0112045299,T 56.4 B73 2002,1272,,,,,,"Br|t, D. Scott",Teaching technology: a how-to-do-it manual for librarians,,T 56.4 B73 2002,T,56.4,B73,TRUE,.B73,.B,#NAME?,73,#NAME?,2002,,,,,,,,,,,,,How-to-do-it manual for librarians number 115.,,
L0112045216,T 57.6 H39 1994,1279,,,,,,"Hawryszkiewycz, I. T.",Introduction to systems analysis and design,Third edition,T 57.6 H39 1994,T,57.6,H39,TRUE,.H39,.H,#NAME?,39,#NAME?,1994,,,,,,,,,,,,,,,
L0112045257,T 57.6 H3484 1985,1278,,,,,,"Martin, James | McClure, Carma ",Diagramming techniques for analysts and programs,,T 57.6 H3484 1985,T,57.6,H3484,TRUE,.H3484,.H,#NAME?,3484,#NAME?,1985,,,,,,,,,,,,,,,
L0112045059,T 58.5 N738 1999,5625,,,,,,Committeee on Information Technology Literacy,Being fluent with information technology,,T 58.5 N738 1999,T,58,5,TRUE,.5,.5,#NAME?,5,#NAME?,N738,1999,,,,,,,,,,,,Pre-publication copy - subject to further editorial correction.,,
L0112045018,T 58.5 U55 1999,5626,,,,,,President's National Technology Advisory Committee,Information technology research : investing in our future,,T 58.5 U55 1999,T,58,5,TRUE,.5,.5,#NAME?,5,#NAME?,U55,1999,,,,,,,,,,,,Advance copy.,,
L0112045174,T 58.5 J64 1997,5695,,,,,,"Johnson, Steven",Interface culture : how new technology transforms the way we create and communicate,First edition,T 58.5 J64 1997,T,58.5,J64,TRUE,.J64,.J,#NAME?,64,#NAME?,1997,,,,,,,,,,,,,,,
L0112045133,T 58.5 K56 1995,1280,,,,,,"Kinney, Tom (by)",Entertainment technology and tomorrow's information services,,T 58.5 K56 1995,T,58.5,K56,TRUE,.K56,.K,#NAME?,56,#NAME?,1995,,,,,,,,,,,,,,,
L0112045091,T 58.5 L38 1994,1281,,,,,,"Laudon, Kenneth | Traver, Carol Guercio | Laudon, Jane Price",Information technology and society,,T 58.5 L38 1994,T,58.5,L38,TRUE,.L38,.L,#NAME?,38,#NAME?,1994,,,,,,,,,,,,,,,
L0112044979,T 58.6 W47 1988,1283,,,,,,"Wetherbe, James C.",Systems analysis and design,Third edition,T 58.6 W47 1988,T,58.6,W47,TRUE,.W47,.W,#NAME?,47,#NAME?,1988,,,,,,,,,,,,,,,
L0112044938,T 58.64 C76 1991,1284,,,,,,"Cronin, Blaise (by) | | Elisabeth Davenport ",Elements of information management,,T 58.64 C76 1991,T,58.64,C76,TRUE,.C76,.C,#NAME?,76,#NAME?,1991,,,,,,,,,,,,,,,
L0112045851,T 58.64 P35 1990,1285,,,,,,"Palmer, Richard Phillips (by) | | Harvey Varnet",How to manage information : a systems approach,,T 58.64 P35 1990,T,58.64,P35,TRUE,.P35,.P,#NAME?,35,#NAME?,1990,,,,,,,,,,,,,,,
L0112045828,T 171 M49 B73 1987,6517,,,,,,"Br|, Stewart",The Media Lab : inventing the future at MIT,,T 171 M49 B73 1987,T,171,M49,TRUE,.M49,.M,#NAME?,49,#NAME?,B73,1987,,,,,,,,,,,,,,
L0112045786,T 212 P465 1992,6521,,,,,,"Petroski, Henry",The evolution of useful things,,T 212 P465 1992,T,212,P465,TRUE,.P465,.P,#NAME?,465,#NAME?,1992,,,,,,,,,,,,,,,
L0112045745,T 223 B86g,1273,,,,,,"Bugbee, Bruce W. (By)",Genesis of American patent and copyright law,,T 223 B86g,T,223,B86g,TRUE,.B86g,.B,#NAME?,86,#NAME?,,,,,,,,,,,,,,,,
L0112045703,T 223 K69g,1274,,,,,,"Klooster, John W.",The granting of inventive rights,,T 223 K69g,T,223,K69g,TRUE,.K69g,.K,#NAME?,69,#NAME?,,,,,,,,,,,,,,,,
L0112045661,T 385 H38 1986,1276,,,,,,"Hearn, Donald | M. Pauline Baker",Computer graphics,,T 385 H38 1986,T,385,H38,TRUE,.H38,.H,#NAME?,38,#NAME?,1986,,,,,,,,,,,,,,,
L0112045620,TA 1632 S989d 1994,7034,,,,,,"Elkington, Nancy E. (Edited by)","Digital imaging technology for preservation : proceedings from an RLG symposium held March 17 and 18, 1994 ",,TA 1632 S989d 1994,TA,1632,S989d,TRUE,.S989d,.S,#NAME?,989,#NAME?,1994,,,,,,,,,,,,,,,
L0112045588,TA 1637 O85 1998,1287,,,,,,"Ostrow, Stephen E. (by)",Digitizing historical pictorial collections for the Internet,,TA 1637 O85 1998,TA,1637,O85,TRUE,.O85,.O,#NAME?,85,#NAME?,1998,,,,,,,,,,,,,,,
L0112045547,TC 424 A6 P68 1980,1288,,,,,,"Powell, Lawrence Clark (by) | with photographs by Michael Collier | a Foreward by Bruce Babbitt",Where waters flows : the rivers of Arizona,,TC 424 A6 P68 1980,TC,424,A6,TRUE,.A6,.A,#NAME?,6,#NAME?,P68,1980,,,,,,,,,,,,Signed by the author.,,
,TD 176.7 .M879e,7466,,,,,,"Mrak, Emil Marcel","Environment, food, and safety",,TD 176.7 .M879e,TD,176.7,.M879e,FALSE,.M879e,.M,#NAME?,879,#NAME?,,,,,,,,,,,,,,Glass Display Case,,
L0112045505,TH 1095 F45 1987,7027,,,,,,"Feilden, Sir Bernard ",Between two earthquakes : cultural property in seismic zones,,TH 1095 F45 1987,TH,1095,F45,TRUE,.F45,.F,#NAME?,45,#NAME?,1987,,,,,,,,,,,,,,,
L0112045463,TH 6057 M87 T46 1986,5697,,,,,,"Thomson, Garry",The museum environment,Second Edition,TH 6057 M87 T46 1986,TH,6057,M87,TRUE,.M87,.M,#NAME?,87,#NAME?,T46,1986,,,,,,,,,,,,,,
L0112045422,TH 9445 L5 M832,1289,,,,,,"Morris, John (By) | Forward | Editing by Irvin D. Nicholas",Managing the library fire risk,,TH 9445 L5 M832,TH,9445,L5,TRUE,.L5,.L,#NAME?,5,#NAME?,M832,,,,,,,,,,,,,,,
L0112045380,TH 9445 L5 T74 1993,7380,,,,,,"Trinkley, Michael (by)","Can you stand the heat? : a fire safety primer for libraries, archives, and museums",,TH 9445 L5 T74 1993,TH,9445,L5,TRUE,.L5,.L,#NAME?,5,#NAME?,T74,1993,,,,,,,,Not in Voyager as of 10/31/2016,,,,,,
L0112045398,TJ 163.25 U6 B32 1975,1290,,,,,,"Brown, Patricia L. (Combiled By) | Clarence C. Chaffee, Robert S. Kohn, Joseph B. Miller","Energy information resources : an inventory of energy research and development information resources in the continental United States, Hawaii, and Alaska",,TJ 163.25 U6 B32 1975,TJ,163.25,U6,TRUE,.U6,.U,#NAME?,6,#NAME?,B32,1975,,,,,,,,,,,,,,
L0112045430,TK 5101 M364w 1981,5696,,,,,,"Martin, James",Telematic society : a challenge for tomorrow,,TK 5101 M364w 1981,TK,5101,M364w,TRUE,.M364w,.M,#NAME?,364,#NAME?,1981,,,,,,,,,,,,,,,
L0112045471,TK 5102.5 R55 1986,1292,,,,,,"Rogers, Everett M.",Communication technology : the new media in society,,TK 5102.5 R55 1986,TK,5102.5,R55,TRUE,.R55,.R,#NAME?,55,#NAME?,1986,,,,,,,,,,,,,,,
L0112045513,TK 5102.5 R55 1986,,,,,,,"Rogers, Everett M.",Communication technology : the new media in society,,TK 5102.5 R55 1986,,,,TRUE,.,.,#NAME?,0,#NAME?,,,,,,,,,,,,,,,,
L0112045836,TK 5103.15 S737 2015,7411,,,,,,"Starosielski, Nicole",The undersea network,,TK 5103.15 S737 2015,TK,5103.15,S737,TRUE,.S737,.S,#NAME?,737,#NAME?,2015,,,,,,,,,,,,,,,
L0112045794,TK 5105 Z67 1984,1293,,,,,,"Zorkoczy, Peter",Information technology,,TK 5105 Z67 1984,TK,5105,Z67,TRUE,.Z67,.Z,#NAME?,67,#NAME?,1984,,,,,,,,,,,,,,,
L0112045844,TK 5105.5 C917 1998,1294,,,,,,"Jones, Steven J.",Cybersociety 2.0 : revisiting computer-mediated communication and community,,TK 5105.5 C917 1998,TK,5105.5,C917,TRUE,.C917,.C,#NAME?,917,#NAME?,1998,,,,,,,,,,,,,,,
L0112045752,TK 5105.5 I494 1989,1295,,,,,,"Gould, Carol C.",The information web : ethical and social implication of computer networking,,TK 5105.5 I494 1989,TK,5105.5,I494,TRUE,.I494,.I,#NAME?,494,#NAME?,1989,,,,,,,,,,,,,,,
L0112045711,TK 5105.875 I57 C65 1997,6267,,,,,,"Comer, Douglas E.",The Internet Book: Everything You Need to Kow About Computer Networking and how the Internet Works,Second Edition,TK 5105.875 I57 C65 1997,TK,5105.875,I57,TRUE,.I57,.I,#NAME?,57,#NAME?,C65,1997,,,,,,,,,,,,,,
L0112045679,TK 5105.875 I57 G5297 1997,6979,,,,,,"Gilster, Paul",Digital literacy,,TK 5105.875 I57 G5297 1997,TK,5105.875,I57,TRUE,.I57,.I,#NAME?,57,#NAME?,G5297,1997,,,,,,,,,,,,,,
L0112045638,TK 5105.875 I57 M8445 2010,7374,,,,,,"Mueller, Milton",Networks and States: the global politics of Internet governance,,TK 5105.875 I57 M8445 2010,TK,5105.875,I57,TRUE,.I57,.I,#NAME?,57,#NAME?,M8445,2010,,,,,,,,Not in voyager as of 10/31/2016,,,,,,
L0112045596,TK 5105.875 I57 R45 1994,6262,,,,,,"Rheingold, Howard",The Virtual Community: Homesteading on the Electronic Frontier,,TK 5105.875 I57 R45 1994,TK,5105.875,I57,TRUE,.I57,.I,#NAME?,57,#NAME?,R45,1994,,,,,,,,,,,,,,
L0112045554,TK 5105.884 B45 2000,7376,,,,,,"Belew, Richard K.",Finding Out About: a cognitive perspective on search engine technology and the WWW,,TK 5105.884 B45 2000,TK,5105.884,B45,TRUE,.B45,.B,#NAME?,45,#NAME?,2000,,,,,,,,,Not in voyager as of 10/31/2016,,,,,,
L0112045802,TK 5105.888 F564 1998,6290,,,,,,"Fleming, Jennifer",Web Navigation: Designing the User Experience,,TK 5105.888 F564 1998,TK,5105.888,F564,TRUE,.F564,.F,#NAME?,564,#NAME?,1998,,,,,,,,,,,,,,,
L0112045760,TK 5105.888 G377 2002,7388,,,,,,"Garrett, Jesse James",The Elements of User Experience,,TK 5105.888 G377 2002,TK,5105.888,G377,TRUE,.G377,.G,#NAME?,377,#NAME?,2002,,,,,,,,,,,,,,,
L0112045687,TK 5105.888 K5546 2008,6518,,,,,,"King, David Lee",Designing the digital experience : how to use experience design tools and techniques to build Websites customers love,,TK 5105.888 K5546 2008,TK,5105.888,K5546,TRUE,.K5546,.K,#NAME?,5546,#NAME?,2008,,,,,,,,,,,,,,,
L0112045646,TK 5105.888 N55 2000,7387,,,,,,"Nielsen, Jakob",Designing Web Usability,,TK 5105.888 N55 2000,TK,5105.888,N55,TRUE,.N55,.N,#NAME?,55,#NAME?,2000,,,,,,,,,,,,,,,
L0112045604,TK 5105.888 N55 2000,,,,,,,"Nielsen, Jakob",Designing Web Usability,,TK 5105.888 N55 2000,,,,TRUE,.,.,#NAME?,0,#NAME?,,,,,,,,,,,,,,,,
L0112045562,TK 5105.888 N55 2000,,,,,,,"Nielsen, Jakob",Designing Web Usability,,TK 5105.888 N55 2000,,,,TRUE,.,.,#NAME?,0,#NAME?,,,,,,,,,,,,,,,,
L0112045521,TK 5105.888 R67 1998,6275,,,,,,"Rosenfeld, Louis | Peter Morville",Information Architecture for the World Wide Web,,TK 5105.888 R67 1998,TK,5105.888,R67,TRUE,.R67,.R,#NAME?,67,#NAME?,1998,,,,,,,,,,,,,,,
L0112045489,TK 5105.888 R67 2002,6562,,,,,,"Rosenfeld, Louis | Peter Morville",Information Architecture for the World Wide Web,,TK 5105.888 R67 2002,TK,5105.888,R67,TRUE,.R67,.R,#NAME?,67,#NAME?,2002,,,,,,,,,,,,,,,
L0112045729,TK 5105.888 .W45 2011,7502,,,,,,"Weinschenk, Susan M., Ph.D.",100 things every designer needs to know about people,,TK 5105.888 .W45 2011,TK,5105.888,.W45,FALSE,.W45,.W,#NAME?,45,#NAME?,2011,,,,,,,,,,,,,,,
L0112045448,TK 5105.888 W638 2003,6519,,,,,,"Wodtke, Christina",Information architecture : blueprints for the Web,,TK 5105.888 W638 2003,TK,5105.888,W638,TRUE,.W638,.W,#NAME?,638,#NAME?,2003,,,,,,,,,,,,,,,
L0112045406,TK 6544 G47g,1297,,,,,,"Gleason, William A.",A glossary of radio and television terms,,TK 6544 G47g,TK,6544,G47g,TRUE,.G47g,.G,#NAME?,47,#NAME?,,,,,,,,,,,,,,,,
L0112045414,TK 6678 .D58 2006,7483,,,,,,"Colombo, Fausto | Vittadini, Nicoletta (eds.)",Digitising TV : theoretical issues and comparative studies across Europe,,TK 6678 .D58 2006,TK,6678,.D58,FALSE,.D58,.D,#NAME?,58,#NAME?,2006,,,,,,,,,,,,,,,
L0112045810,TK 6685 B37f 1984,1298,,,,,,"Barrett, R.",Further developments in optical disc technoloy and applications,,TK 6685 B37f 1984,TK,6685,B37f,TRUE,.B37f,.B,#NAME?,37,#NAME?,1984,,,,,,,,,,,,,,,
L0112045455,TK 6685 M374 1981,5698,,,,,,"Maslin, J.",The impact of video disc technology on print markets : implications for publishers and printers,,TK 6685 M374 1981,TK,6685,M374,TRUE,.M374,.M,#NAME?,374,#NAME?,1981,,,,,,,,,,,,,,,
L0112045497,TK 6710 K53 1996,1299,,,,,,"Kibirige, Harry M.",Foundations of full text electronic information de,,TK 6710 K53 1996,TK,6710,K53,TRUE,.K53,.K,#NAME?,53,#NAME?,1996,,,,,,,,,,,,,,,
L0112045539,TK 7809 R56 1997,1300,,,,,,"Riordan, Michael | Lilliam Hoddeson",Crystal Fire,,TK 7809 R56 1997,TK,7809,R56,TRUE,.R56,.R,#NAME?,56,#NAME?,1997,,,,,,,,,,,,,,,
L0112045570,TK 7881.4 .L57 2015,7507,,,,,,"Theberge, Paul | Devine, Kyle | Everrett, Tom",Living stereo : histories and cultures of multichannel sound,,TK 7881.4 .L57 2015,TK,7881.4,.L57,FALSE,.L57,.L,#NAME?,57,#NAME?,2015,,,,,,,,,,,,,,,
L0112045612,TK 7881.4 .M66 2000,7508,,,,,,"Morton, David",Off the record : the technology and culture of sound recording in America,,TK 7881.4 .M66 2000,TK,7881.4,.M66,FALSE,.M66,.M,#NAME?,66,#NAME?,2000,,,,,,,,,,,,,,,
L0112045653,TK 7881.4 .M674 2004,7404,,,,,,"Morton, Jr., David L.",Sound recording : the life story of a technology,,TK 7881.4 .M674 2004,TK,7881.4,.M674,FALSE,.M674,.M,#NAME?,674,#NAME?,2004,,,,,,,,,,,,,,,
L0112045695,TK 7882 C56 C3 1987,1301,,,,,,"Ropiequet, Suzanne | J. Einberger",Optical Publishing CD ROM volume 2,,TK 7882 C56 C3 1987,TK,7882,C56,TRUE,.C56,.C,#NAME?,56,#NAME?,C3,1987,,,,,,,,,,,,,,
L0112045737,TK 7882 C56 H43 1988,1302,,,,,,"Heimburger, Anneli",Guide to CD-ROM   UNISIST,,TK 7882 C56 H43 1988,TK,7882,C56,TRUE,.C56,.C,#NAME?,56,#NAME?,H43,1988,,,,,,,,,,,,,,
L0112045778,TK 7882 C56 N49 1986,1303,,,,,,"Lambert, Steve | S. Ropiequet",CD-ROM  The new papyrus,,TK 7882 C56 N49 1986,TK,7882,C56,TRUE,.C56,.C,#NAME?,56,#NAME?,N49,1986,,,,,,,,,,,,,,
L0112046305,TK 7882 I6 V445 1988,1304,,,,,,"Veith, Richard H.",Visual information systems:  the power of graphics,,TK 7882 I6 V445 1988,TK,7882,I6,TRUE,.I6,.I,#NAME?,6,#NAME?,V445,1988,,,,,,,,,,,,,,
L0112046263,TK 7887.8 T4 T54 1984,1305,,,,,,"Tijerina, Louis",Video display terminal workstation ergonomics,,TK 7887.8 T4 T54 1984,TK,7887.8,T4,TRUE,.T4,.T,#NAME?,4,#NAME?,T54,1984,,,,,,,,,,,,,,
L0112046222,TK 9961 W45 2007,7338,,,,,,"Weise, Marcus| Weyn|, Diana",How Video Works: from Analog to High Definition,2nd ed.,TK 9961 W45 2007,TK,9961,W45,TRUE,.W45,.W,#NAME?,45,#NAME?,2007,,,,,,,,,Not in voyager as of 10/31/2016,,,,,,
L0112046180,TP 947 C25f,1308,,,,,,"Carvalho, David N.",Forty centuries of ink,,TP 947 C25f,TP,947,C25f,TRUE,.C25f,.C,#NAME?,25,#NAME?,,,,,,,,,,"First ed., rare?",,,,,,
L0112046149,TP 949 B62h,1309,,,,,,"Bloy, Colin H.",A history of printing ink,,TP 949 B62h,TP,949,B62h,TRUE,.B62h,.B,#NAME?,62,#NAME?,,,,,,,,,,,,,,,,
L0112046107,TP 949 B68p,1310,,,,,,"Bowles, Reg. F.",Printing ink manual,,TP 949 B68p,TP,949,B68p,TRUE,.B68p,.B,#NAME?,68,#NAME?,,,,,,,,,,,,,,,,
L0112046065,TP 949 W63p,1311,,,,,,"Wiborg, Frank B.","Printing ink, a history",,TP 949 W63p,TP,949,W63p,TRUE,.W63p,.W,#NAME?,63,#NAME?,,,,,,,,,,,,,,,,
L0112046024,TR 12 N92b,1312,,,,,,"Nunn, G. W. A.",British sources of photographs and pictures,,TR 12 N92b,TR,12,N92b,TRUE,.N92b,.N,#NAME?,92,#NAME?,,,,,,,,,,,,,,,,
L0112045984,TR 15 J98v,1313,,,,,,"Jussim, Estelle",Visual communication and the graphic arts,,TR 15 J98v,TR,15,J98v,TRUE,.J98v,.J,#NAME?,98,#NAME?,,,,,,,,,,,,,,,,
L0112045943,TR 465 C37 1992 ,1314,,,,,,"Roosa, Mark",IFLA PAC  Preservation Packet,,TR 465 C37 1992 ,TR,465,C37,TRUE,.C37,.C,#NAME?,37,#NAME?,1992,,,,c.1,&,2,,,,,,,,,
L0112045901,TR 465 C37 1992 ,,,,,,,"Roosa, Mark",IFLA PAC  Preservation Packet,,TR 465 C37 1992 ,,,,TRUE,.,.,#NAME?,0,#NAME?,,,,,,,,,,,,,,,,
L0112045869,TR 465 L39 2003,7419,,,,,,"Lavedrine, Bert|",A guide to preventive conservation of photograph collections,,TR 465 L39 2003,TR,465,L39,TRUE,.L39,.L,#NAME?,39,#NAME?,2003,,,,,,,,,,,,,,,
L0112045877,TR 465 P48 1991,1315,,,,,,"Reilly, Reilly, Norris, Puglia, De Stefano",Photographic preservation and the research library,,TR 465 P48 1991,TR,465,P48,TRUE,.P48,.P,#NAME?,48,#NAME?,1991,,,,,,,,,,,,,,,
L0112045919,TR 465 R58 1984,7038,,,,,,"Ritzenthaler, Mary Lynn, Gerald J. Munoff, | Margery S. Long",Archives and Manuscripts: administration of photographic collections,,TR 465 R58 1984,TR,465,R58,TRUE,.R58,.R,#NAME?,58,#NAME?,1984,,,,,,,,,,,,,,,
L0112045950,TR 465 S86 1989,1316,,,,,,"Sundt, Christine L.",Conservation practices for slide & photograph coll,,TR 465 S86 1989,TR,465,S86,TRUE,.S86,.S,#NAME?,86,#NAME?,1989,,,,,,,,,,,,,,,
L0112045992,TR 465 W44,1317,,,,,,"Weinstein, Robert A. | Larry Booth","Collection, use and care of historical photographs",,TR 465 W44,TR,465,W44,TRUE,.W44,.W,#NAME?,44,#NAME?,,,,,,,,,,,,,,,,
L0112046032,TR 465 W55 1993,1318,,,,,,"Wilhelm, Henry",The permanence and care of color photographs,,TR 465 W55 1993,TR,465,W55,TRUE,.W55,.W,#NAME?,55,#NAME?,1993,,,,,,,,,,,,,,,
L0112046073,TR 847 E49,1319,,,,,,"Clason, W.E.","Elsevier's dictionary of cinema, sound and music",,TR 847 E49,TR,847,E49,TRUE,.E49,.E,#NAME?,49,#NAME?,,,,,,,,,,,,,,,,
L0112046115,TR 847 F681,1320,,,,,,"Spottiswoode, Raymond",The focal encyclopedia of film & television techniques,,TR 847 F681,TR,847,F681,TRUE,.F681,.F,#NAME?,681,#NAME?,,,,,,,,,,,,,,,,
L0112046156,TR 847 L579a,1321,,,,,,"Levitan, Eli L.","An alphabetical guide to motion picture, television and videotape production",,TR 847 L579a,TR,847,L579a,TRUE,.L579a,.L,#NAME?,579,#NAME?,,,,,,,,,,,,,,,,
L0112046198,TR 848 S35 1992,7339,,,,,,"Salt, Barry",Film Style and Technology: history and analysis,2nd Ed.,TR 848 S35 1992,TR,848,S35,TRUE,.S35,.S,#NAME?,35,#NAME?,1992,,,,,,,,,Not in voyager as of 10/31/2016,,,,,,
L0112046230,TR 850 E13b,5699,,,,,,,Basic production techniques for motion pictures,1st ed.,TR 850 E13b,TR,850,E13b,TRUE,.E13b,.E,#NAME?,13,#NAME?,,,,,,,,,,,,,,,,
L0112046271,TR 850 G212h 1960,1322,,,,,,"Gaskill, Arthur L. | David A. Engl|er",How to shoot a movie story:  The technique of pict,,TR 850 G212h 1960,TR,850,G212h,TRUE,.G212h,.G,#NAME?,212,#NAME?,1960,,,,,,,,,,,,,,,
L0112046313,TR 850 R54p,1323,,,,,,"Roberts, Kenneth H.  | Win Sharples",A primer for film-making,,TR 850 R54p,TR,850,R54p,TRUE,.R54p,.R,#NAME?,54,#NAME?,,,,,,,,,,,,,,,,
L0112045885,TR 882 E58 2005,7205,,,,,,"Enticknap, Jeo",Moving image technology,,TR 882 E58 2005,TR,882,E58,TRUE,.E58,.E,#NAME?,58,#NAME?,2005,,,,,,,,,,,,,,,
L0112045927,TR 886 B7 1990,1324,,,,,,"Brown, Harold",Physical characteristics of early films as aids to,,TR 886 B7 1990,TR,886,B7,TRUE,.B7,.B,#NAME?,7,#NAME?,1990,,,,,,,,,,,,,,,
L0112045968,TR 886.3 C43 2001,7194,,,,,,"Usai, Paolo Cherchi","The death of cinema : history, cultural memory and the digital dark age",,TR 886.3 C43 2001,TR,886.3,C43,TRUE,.C43,.C,#NAME?,43,#NAME?,2001,,,,,,,,,,,,,,,
L0112046008,TR 886.3 .E58 2013,7496,,,,,,"Enticknap, Leo",Film restoration : the culture and science of audiovisual heritage,,TR 886.3 .E58 2013,TR,886.3,.E58,FALSE,.E58,.E,#NAME?,58,#NAME?,2013,,,,,,,,,,,,,,,
L0112046040,TR 886.3 F55 1993,5700,,,,,,Rpt of the Librarian of Congress,Film preservation 1993 v. 1  A study of the current,,TR 886.3 F55 1993,TR,886.3,F55,TRUE,.F55,.F,#NAME?,55,#NAME?,1993,,,,,,,,,,,,,,,
L0112046123,TR 886.3 F55 1993,1326,,,,,,Rpt of the Librarian of Congress,Film preservation 1993 v. 4  A study of the current,,TR 886.3 F55 1993,TR,886.3,F55,TRUE,.F55,.F,#NAME?,55,#NAME?,1993,,,,,,,,,,,,,,,
L0112046081,TR 886.3 F55 1993,1325,,,,,,Rpt of the Librarian of Congress,Film preservation 1993 v. 2&3  A study of the curre,,TR 886.3 F55 1993,TR,886.3,F55,TRUE,.F55,.F,#NAME?,55,#NAME?,1993,,,,,,,,,,,,,,,
,TR 886.3 F75 2011,7216,,,,,,"Frick, Caroline",Saving Cinema: The Politics of Preservation,,TR 886.3 F75 2011,TR,886.3,F75,TRUE,.F75,.F,#NAME?,75,#NAME?,2011,,,,,,,,,,,,,,,
L0112046743,TR 886.3 .G73 2007,7509,,,,,,"Gracy, Karen F.","Film preservation : competing definitions of value, use, and practice",,TR 886.3 .G73 2007,TR,886.3,.G73,FALSE,.G73,.G,#NAME?,73,#NAME?,2007,,,,,,,,,,,,,,,
,TR 886.3 H36 1991,1327,,,,,,,"Handling, storage and transport of cellulose nitra",,TR 886.3 H36 1991,TR,886.3,H36,TRUE,.H36,.H,#NAME?,36,#NAME?,1991,,,,,,,,,,,,,MISSING 1/9/2019,,
L0112046164,TR 886.3 M37 1997,7203,,,,,,"McGreevey, Tom | Joanne L. Yeck",Our movie heritage,,TR 886.3 M37 1997,TR,886.3,M37,TRUE,.M37,.M,#NAME?,37,#NAME?,1997,,,,,,,,,,,,,,,
L0112046206,TR 886.3 P58 1998,1328,,,,,,,Playback   A preservation primer for video,,TR 886.3 P58 1998,TR,886.3,P58,TRUE,.P58,.P,#NAME?,58,#NAME?,1998,,,,,,,,,,,,,,,
,TR 886.3 R43 1994,1329,,,,,,Librarian of Congress/NFP Board,Redefining film preservation   A national plan,,TR 886.3 R43 1994,TR,886.3,R43,TRUE,.R43,.R,#NAME?,43,#NAME?,1994,,,,,,,,,,,,,MISSING 1/9/2019,,
