Barcode,Call Number,ID,Lname,Fname,LName2,FName2,TheRest,Author/Editor,Title,Volume/Edition,Holding,Sort1,Sort2,DO NOT INCLUDE,DECIMAL CHECK,Don't Include,Sort3,Nope,Sort4,Sort5,Sort6,Sort7,Sort8,Sort9,Sort10,Sort11,Sort12,Sort13,Sort14,Processing Notes,APA Citation,Chicago Citation,Date of Entry,Notes,Column1,Column2
L0112074414,Z 699 A508p 1982,4664,,,,,,"American Society for Information Science (ASIS)| Petrarca, Anthony E., Taylor, Celiannia I., Kohn, Robert S. (edited by)",Information integration : proceedings of the 45th ASIS annual meeting ,Volume 19,Z 699 A508p 1982,Z,699,A508p,TRUE,.A508p,.A,#NAME?,508,#NAME?,1982,v,19,,,,,,,,,,,"Columbus, Ohio, October 17-21, 1982",,
L0112074372,Z 699 A508p 1983,4665,,,,,,American Society for Information Science (ASIS),Productivity in the information age : proceedings of the 46th ASIS annual meeting ,Volume 20,Z 699 A508p 1983,Z,699,A508p,TRUE,.A508p,.A,#NAME?,508,#NAME?,1983,v,20,,,,,,,,,,,"Washington, D.C., October 2-6, 1983",,
L0112074331,Z 699 A508p 1984,4666,,,,,,American Society for Information Science (ASIS),1984 : challenges to an information society : proceedings of the 47th ASIS annual meeting ,Volume 21,Z 699 A508p 1984,Z,699,A508p,TRUE,.A508p,.A,#NAME?,508,#NAME?,1984,v,21,,,,,,,,,,,"Philadelphia, Pennsylvania, October 21-25, 1984",,
L0112074299,Z 699 A508p 1985,4667,,,,,,American Society for Information Science (ASIS),ASIS '85 : proceedings of the 48th ASIS annual meeting 1985,Volume 22,Z 699 A508p 1985,Z,699,A508p,TRUE,.A508p,.A,#NAME?,508,#NAME?,1985,v,22,,,,,,,,,,,"Las Vegas, Nevada, October 20-24, 1985",,
L0112074257,Z 699 A508p 1986,6232,,,,,,American Society for Information Science (ASIS),ASIS '86 : proceedings of he 49th ASIS annual meeting,Volume 23,Z 699 A508p 1986,Z,699,A508p,TRUE,.A508p,.A,#NAME?,508,#NAME?,1986,v,23,,,,,,,,,,,"Chicago, Illinois, September 28-October 2, 1986",,
L0112074216,Z 699 A508p 1987,6233,,,,,,American Society for Information Science (ASIS),ASIS '87 : proceedings of the 50th ASIS annual meeting ,Volume 24,Z 699 A508p 1987,Z,699,A508p,TRUE,.A508p,.A,#NAME?,508,#NAME?,1987,v,24,,,,,,,,,,,"Boston, Massachusetts, October 4-8, 1987",,
L0112075106,Z 699 A508p 1988,6234,,,,,,American Society for Information Science (ASIS),ASIS '88 : proceedings of the 51st ASIS annual meeting ,Volume 25,Z 699 A508p 1988,Z,699,A508p,TRUE,.A508p,.A,#NAME?,508,#NAME?,1988,v,25,,,,,,,,,,,"Atlanta, Georgia, October 23-27, 1988",,
L0112075064,Z 699 A508p 1989,6235,,,,,,American Society for Information Science (ASIS),ASIS '89 : proceedings of the 52nd  ASIS annual meeting ,Volume 26,Z 699 A508p 1989,Z,699,A508p,TRUE,.A508p,.A,#NAME?,508,#NAME?,1989,v,26,,,,,,,,,,,"Washington, DC, October 30-November 2, 1989",,
L0112075023,Z 699 A508p 1990,6236,,,,,,American Society for Information Science (ASIS),ASIS '90 : proceedings of the 53rd ASIS annual meeting ,Volume 27,Z 699 A508p 1990,Z,699,A508p,TRUE,.A508p,.A,#NAME?,508,#NAME?,1990,v,27,,,,,,,,,,,"Toronto, Ontario, November 4-8, 1990",,
L0112074984,Z 699 A508p 1991,6237,,,,,,American Society for Information Science (ASIS),ASIS '91 : proceedings of the 54th ASIS annual meeting ,Volume 28,Z 699 A508p 1991 ,Z,699,A508p,TRUE,.A508p,.A,#NAME?,508,#NAME?,1991,v,28,,,,,,,,,,,"Washington, DC, October 27-31, 1991",,
L0112074943,Z 699 A508p 1992,4669,,,,,,American Society for Information Science (ASIS),ASIS '92 : proceedings of the 55th ASIS annual meeting ,Volume 29,Z 699 A508p 1992,Z,699,A508p,TRUE,.A508p,.A,#NAME?,508,#NAME?,1992,v,29,,,,,,,,,,,"Pittsburgh, PA, October 26-29, 1992",,
L0112074901,Z 699 A508p 1993,4668,,,,,,American Society for Information Science (ASIS),ASIS '93 : proceedings of the 56th ASIS annual meeting ,Volume 30,Z 699 A508p 1993,Z,699,A508p,TRUE,.A508p,.A,#NAME?,508,#NAME?,1993,v,30,,,,,,,,,,,"Columbus, Ohio, October 24-28, 1993",,
L0112074869,Z 699 A508p 1994,4670,,,,,,American Society for Information Science (ASIS),ASIS '94 : proceedings of the 57th ASIS annual meeting ,Volume 31,Z 699 A508p 1994,Z,699,A508p,TRUE,.A508p,.A,#NAME?,508,#NAME?,1994,v,31,,,,,,,,,,,"Alexandria, VA, October 17-20, 1994",,
L0112074828,Z 699 A508p 1995,4671,,,,,,American Society for Information Science (ASIS),ASIS '95 : proceedings of the 58th ASIS annual meeting ,Volume 32,Z 699 A508p 1995,Z,699,A508p,TRUE,.A508p,.A,#NAME?,508,#NAME?,1995,v,,,32,,,,,,,,,"Chicago, Illinois, October 9-12, 1995",,
L0112074786,Z 699 A508p 1996,4672,,,,,,American Society for Information Science (ASIS),ASIS '96 : proceedings of the 59th ASIS annual meeting ,Volume 33,Z 699 A508p 1996,Z,699,A508p,TRUE,.A508p,.A,#NAME?,508,#NAME?,1996,v,,,33,,,,,,,,,"Baltimore, Maryland, October 21-24, 1996",,
L0112074745,Z 699 A508p 1997 ,4673,,,,,,American Society for Information Science (ASIS),ASIS '90 : proceedings of the 60th ASIS annual meeting ,Volume 34,Z 699 A508p 1997 ,Z,699,A508p,TRUE,.A508p,.A,#NAME?,508,#NAME?,1997,v,34,,,,,,,,,,,"Washington, DC, November 1-6, 1997",,
L0112074703,Z 699 A508p 1998,6238,,,,,,American Society for Information Science (ASIS),ASIS '98 : proceedings of the 61st ASIS annual meeting ,Volume 35,Z 699 A508p 1998,Z,699,A508p,TRUE,.A508p,.A,#NAME?,508,#NAME?,1998,v,35,,,,,,,,,,,"Pittsburgh, PA, October 24-29, 1998",,
L0112074661,Z 699 A508p 1999,4674,,,,,,American Society for Information Science (ASIS),ASIS '99 : proceedings of the 62nd ASIS annual meeting ,Volume 36,Z 699 A508p 1999,Z,699,A508p,TRUE,.A508p,.A,#NAME?,508,#NAME?,1999,v,36,,,,,,,,,,,"Washington, DC, October 31-November 4, 1999",,
L0112075114,Z 699 A508p 2000,4675,,,,,,American Society for Information Science (ASIS),ASIS 2000 : proceedings of the 63rd ASIS annual meeting ,Volume 37,Z 699 A508p 2000,Z,699,A508p,TRUE,.A508p,.A,#NAME?,508,#NAME?,2000,v,37,,,,,,,,,,,"Chicago, IL, November 12-16, 2000",,
L0112075072,Z 699 A508p 2001,4678,,,,,,American Society for Information Science (ASIST),ASIST 2001 : proceedings of the 64th ASIST annual meeting ,Volume 38,Z 699 A508p 2001,Z,699,A508p,TRUE,.A508p,.A,#NAME?,508,#NAME?,2001,v,38,,,,,,,,,,,"Washington, D.C., November 3-8, 2001",,
L0112075031,Z 699 A508p 2002 ,5794,,,,,,American Society for Information Science (ASIST),ASIST 2002 : proceedings of the 65th ASIST annual meeting ,Volume 39,Z 699 A508p 2002,Z,699,A508p,TRUE,.A508p,.A,#NAME?,508,#NAME?,2002,v,39,,,,,,,,,,,"November 18-21, 2002, Philadelphia, PA",,
L0112074992,Z 699 A508p 2003,6239,,,,,,American Society for Information Science (ASIST),ASIST 2003 : proceedings of the 66th ASIST annual meeting. Humanizing information technology : from ideas to bits and back,Volume 40,Z 699 A508p 2003 ,Z,699,A508p,TRUE,.A508p,.A,#NAME?,508,#NAME?,2003,v,40,,,,,,,,,,,,,
L0112074950,Z 699 A508p 2004,,,,,,,American Society for Information Science (ASIS|T),ASIST 2004 : proceedings of the 67th ASIS&T annual meeting. Managing and enhancing information cultures and conflicts.,Volume 41,Z 699 A508p 2004,,,,,,,,,,,,,,,,,,,,,,,,,
L0112074919,Z 699 A508p 2005-2012,6242,,,,,,American Society for Information Science (ASIS|T),ASIS&T : proceedings of of the ASIST annual meeting ,Volume 42-49,Z 699 A508p 2005-2012,Z,699,A508p,TRUE,.A508p,.A,#NAME?,508,#NAME?,2005,v,,,42,,,,,,,,,CD Roms,,
L0112074752,Z 699 B38f,4684,,,,,,"Becker, Joseph",The first book of information science,,Z 699 B38f,Z,699,B38f,TRUE,.B38f,.B,#NAME?,38,#NAME?,,,,,,,,,,,,,,,,
L0112074711,Z 699 B38f 1973,,,,,,,"Becker, Joseph",The first book of information science,,Z 699 B38f 1973,,,,,,,,,,,,,,,,,,,,,,,,,
L0112074679,Z 699 B41d,4685,,,,,,"Belkin, N.J. | Oddy, R.N.",Design study for an anomalous state of knowledge b,,Z 699 B41d,Z,699,B41d,TRUE,.B41d,.B,#NAME?,41,#NAME?,,,,,,,,,,,,,,,,
L0112075122,Z 699 B62 1964,4686,,,,,,"Bolt, Beranek | Newman",Toward the library of the 21st century,,Z 699 B62 1964,Z,699,B62,TRUE,.B62,.B,#NAME?,62,#NAME?,1964,,,,,,,,,,,,,,,
L0112075049,Z 699 B66m 1963,4687,,,,,,"Bourne, Charles P.",Methods of information handling,,Z 699 B66m 1963,Z,699,B66m,TRUE,.B66m,.B,#NAME?,66,#NAME?,1963,,,,,,,,,,,,,,,
L0112075007,Z 699 B83 1991,4689,,,,,,"Buckl|, Michael",Information and information systems,,Z 699 B83 1991,Z,699,B83,TRUE,.B83,.B,#NAME?,83,#NAME?,1991,,,,,,,,,,,,,,,
L0112074794,Z 699 B388i 1963,4683,,,,,,"Becker, Joseph | Hayes, Robert M.","Information storage and retrieval: tools, elements",,Z 699 B388i 1963,Z,699,B388i,TRUE,.B388i,.B,#NAME?,388,#NAME?,1963,,,,,,,,,,,,,,,
L0112075080,Z 699 B629 1984,4688,,,,,,"Borgman, Christine L| Moghdam, Dineh | Corbett, Pa",Effective online searching,,Z 699 B629 1984,Z,699,B629,TRUE,.B629,.B,#NAME?,629,#NAME?,1984,,,,,,,,,,,,,,,
L0112074968,Z 699 C12f,4690,,,,,,,Working group on public catalogs UCLA,27764,Z 699 C12f,Z,699,C12f,TRUE,.C12f,.C,#NAME?,12,#NAME?,,,,,,,,,,,,,,,,
L0112074885,Z 699 C16,4692,,,,,,,Canadian MARC; A report of the activities of the M,,Z 699 C16,Z,699,C16,TRUE,.C16,.C,#NAME?,16,#NAME?,,,,,,,,,,,,,,,,
L0112074844,Z 699 C24s 1961,4693,,,,,,,Documentation & information retrieval Bibliography,,Z 699 C24s 1961,Z,699,C24s,TRUE,.C24s,.C,#NAME?,24,#NAME?,1961,,,,,,,,,,,,,,,
L0112074802,Z 699 C24s 1962,4694,,,,,,,Documentation & information retrieval Bibliography,,Z 699 C24s 1962,Z,699,C24s,TRUE,.C24s,.C,#NAME?,24,#NAME?,1962,,,,,,,,,,,,,,,
L0112074760,Z 699 C24s 1964,4695,,,,,,,Documentation & information retrieval Bibliography,,Z 699 C24s 1964,Z,699,C24s,TRUE,.C24s,.C,#NAME?,24,#NAME?,1964,,,,,,,,,,,,,,,
L0112074729,Z 699 C24s 1969,4696,,,,,,,Documentation & information retrieval Bibliography,,Z 699 C24s 1969,Z,699,C24s,TRUE,.C24s,.C,#NAME?,24,#NAME?,1969,,,,,,,,,,,,,,,
L0112074687,Z 699 C24s 1970,4697,,,,,,,Documentation & information retrieval Bibliography,,Z 699 C24s 1970,Z,699,C24s,TRUE,.C24s,.C,#NAME?,24,#NAME?,1970,,,,,,,,,,,,,,,
L0112074927,Z 699 C15 H3,4691,,,,,,"Hayes, R.M.",Education of medical library systems analysts,24929,Z 699 C15H3,Z,699,C15H3,TRUE,.C15H3,.C,#NAME?,153,#NAME?,,,,,,,,,,,,,,,,
L0112075130,Z 699 C698c 1973,4698,,,,,,"Fenichel, Carol",Changing patterns in information retrieval,"May 3-4, 1973",Z 699 C698c 1973,Z,699,C698c,TRUE,.C698c,.C,#NAME?,698,#NAME?,1973,,,,,,,,,,,,,,,
L0112075098,Z 699 C698t 1965,4699,,,,,,"Rubinoff, Morris",Toward a national information system,"April 23-24,1965",Z 699 C698t 1965,Z,699,C698t,TRUE,.C698t,.C,#NAME?,698,#NAME?,1965,,,,,,,,,,,,,,,
L0112075056,Z 699 D54 1982,4700,,,,,,"Dodd, Sue",Cataloging machine-readable data files,,Z 699 D54 1982,Z,699,D54,TRUE,.D54,.D,#NAME?,54,#NAME?,1982,,,,,,,,,,,,,,,
L0112075015,Z 699 D68c,4702,,,,,,"Dolby, J.L| Forsyth, V.J. | Resnikoff, H.L.","Computerized library catalogs: their growth, cost",,Z 699 D68c,Z,699,D68c,TRUE,.D68c,.D,#NAME?,68,#NAME?,,,,,,,,,,,,,,,,
L0112074976,Z 699 D77i,6587,,,,,,"Doyle, Lauren B.",Information retrieval and processing,,Z 699 D77i,Z,699,D77i,TRUE,.D77i,.D,#NAME?,77,#NAME?,,,,,,,,,,,,,,,,
L0112074935,Z 699 E56 1983,4701,,,,,,"Schmittroth, John",1983 Encyclopedia of information systems and servi,,Z 699 E56 1983,Z,699,E56,TRUE,.E56,.E,#NAME?,56,#NAME?,1983,,,,,,,,,,,,,,,
L0112074893,Z 699 E64 1990,6768,,,,,,"Ellis, David",New Horizons in Information Retrieval,,Z 699 E64 1990,Z,699,E64,TRUE,.E64,.E,#NAME?,64,#NAME?,1990,,,,,,,,,,,,,,,
L0112074851,Z 699 E87 1985,4703,,,,,,"Helal, Ahmed H. | Weiss, Joachim W.",Future of online catalogs,Essen U. 8,Z 699 E87 1985,Z,699,E87,TRUE,.E87,.E,#NAME?,87,#NAME?,1985,,,,,,,,,,,,,,,
L0112074810,Z 699 F2b F47 1986-91,4704,,,,,,"Fetters, Linda K.",Cumulative index to online database & CD-Rom Profe,,Z 699 F2b F47 1986-91,Z,699,F2b,TRUE,.F2b,.F,#NAME?,2,#NAME?,F47,1986-91,,,,,,,,,,,,,,
L0112074778,Z 699 F34 1983,4705,,,,,,"Fayen, Emily Fayen",The online catalog: improving public access to lib,,Z 699 F34 1983,Z,699,F34,TRUE,.F34,.F,#NAME?,34,#NAME?,1983,,,,,,,,,,,,,,,
L0112074737,Z 699 F38 1984,4706,,,,,,"Fenichel, Carol | Hogan, Thomas H.",Online searching: a primer,Second ed.,Z 699 F38 1984,Z,699,F38,TRUE,.F38,.F,#NAME?,38,#NAME?,1984,,,,,,,,,,,,,,,
L0112074695,Z 699 G56 1984,4707,,,,,,"Gilreath, Charles L.",Computerized literature searching: research strate,,Z 699 G56 1984,Z,699,G56,TRUE,.G56,.G,#NAME?,56,#NAME?,1984,,,,,,,,,,,,,,,
L0112075502,Z 699 H38 1978,6584,,,,,,"Heaps, H.S.","Information retrieval, computational and theoretical aspects",,Z 699 H38 1978,Z,699,H38,TRUE,.H38,.H,#NAME?,38,#NAME?,1978,,,,,,,,,,,,,,,
L0112075585,Z 699 H264 1991,4708,,,,,,"Hagler, Ronald",The bibliographic record and information technolog,Second ed.,Z 699 H264 1991,Z,699,H264,TRUE,.H264,.H,#NAME?,264,#NAME?,1991,,,,,,,,,,,,,,,
L0112075544,Z 699 H264 1997,6651,,,,,,"Hagler, Ronald",The bibliographic record and information technolog,Third ed.,Z 699 H264 1997,Z,699,H264,TRUE,.H264,.H,#NAME?,264,#NAME?,1997,,,,,,,,,,,,,,,
L0112075460,Z 699 H389,4709,,,,,,"Henley, J.P.",Computer-based library and information systems,,Z 699 H389,Z,699,H389,TRUE,.H389,.H,#NAME?,389,#NAME?,,,,,,,,,,,,,,,,
L0112075429,Z 699 I61i 1959 pt.1,4711,,,,,,"Kent, Allen",Information retrieval and machine translation,"vol. III, part 1",Z 699 I61i 1959 pt.1,Z,699,I61i,TRUE,.I61i,.I,#NAME?,61,#NAME?,1959,pt,1,,,,,,,,,,,,,
L0112075387,Z 699 I61i 1959 pt.2,4712,,,,,,"Kent, Allen",Information systems in documentation,"vol. III, part 2",Z 699 I61i 1959 pt.2,Z,699,I61i,TRUE,.I61i,.I,#NAME?,61,#NAME?,1959,pt,2,,,,,,,,,,,,,
L0112075346,Z 699 I61t 1978,4713,,,,,,"Dierickx, H. | Hopkinson, A.",Towards a common bibliographic exchange format?,"April 27-29, 1978",Z 699 I61t 1978,Z,699,I61t,TRUE,.I61t,.I,#NAME?,61,#NAME?,1978,,,,,,,,,,,,,,,
L0112075304,Z 699 I62,4714,,,,,,,International conference on education for scientif,FID 422,Z 699 I62,Z,699,I62,TRUE,.I62,.I,#NAME?,62,#NAME?,,,,,,,,,,,,,,,,
L0112075262,Z 699 I75,4715,,,,,,"Raitt, David I.",An introduction to online information systems,,Z 699 I75,Z,699,I75,TRUE,.I75,.I,#NAME?,75,#NAME?,,,,,,,,,,,,,,,,
L0112075221,Z 699 J45s,4716,,,,,,"Jensen, Rebecca J.",Strategies for broadening and narrowing of on line,,Z 699 J45s,Z,699,J45s,TRUE,.J45s,.J,#NAME?,45,#NAME?,,,,,,,,,,,,,,,,
L0112075189,Z 699 J63 1990,4717,,,,,,"Johnson, Margaret| Lowry, Anita| Marko, Lynn | Chi",Computer files and the research library,,Z 699 J63 1990,Z,699,J63,TRUE,.J63,.J,#NAME?,63,#NAME?,1990,,,,,,,,,,,,,,,
L0112075148,Z 699 K41i 1971,6583,,,,,,"Kent, Allen",Information analysis and retrieval,,Z 699 K41i 1971,Z,699,K41i,TRUE,.K41i,.K,#NAME?,41,#NAME?,,,,,,,,,,,,,,,,
L0112075593,Z 699 K41s,4718,,,,,,"Kent, Allen",Specialized information centers,,Z 699 K41s,Z,699,K41s,TRUE,.K41s,.K,#NAME?,41,#NAME?,,,,,,,,,,,,,,,,
L0112075478,Z 699 K57a,4720,,,,,,"Kimber, Richard T.",Automation in libraries,vol. 10,Z 699 K57a,Z,699,K57a,TRUE,.K57a,.K,#NAME?,57,#NAME?,,,,,,,,,,,,,,,,
L0112075437,Z 699 K58a 1963,4721,,,,,,"The Council on Library Resources, Inc.",Automation and the Library of Congress,survey,Z 699 K58a 1963,Z,699,K58a,TRUE,.K58a,.K,#NAME?,58,#NAME?,1963,,,,,,,,,,,,,,,
L0112075395,Z 699 K81g,4722,,,,,,"Kochen, Manfred",The growth of knowledge,,Z 699 K81g,Z,699,K81g,TRUE,.K81g,.K,#NAME?,81,#NAME?,,,,,,,,,,,,,,,,
L0112075353,Z 699 K81p,4723,,,,,,"Kochen, Manfred",Principles of information retrieval,,Z 699 K81p,Z,699,K81p,TRUE,.K81p,.K,#NAME?,81,#NAME?,,,,,,,,,,,,,,,,
L0112075312,Z 699 K81s,4724,,,,,,"Kochen, Manfred",Some problems in information science,,Z 699 K81s,Z,699,K81s,TRUE,.K81s,.K,#NAME?,81,#NAME?,,,,,,,,,,,,,,,,
L0112075551,Z 699 K424,6582,,,,,,"King, Donald",Key papers in the design and evaluation of information systems,,Z 699 K424,Z,699,K424,TRUE,.K424,.K,#NAME?,424,#NAME?,,,,,,,,,,,,,,,,
L0112075510,Z 699 K557e,4719,,,,,,"King, Donald W. | Bryant, Edward C.",The evaluation of information services and product,,Z 699 K557e,Z,699,K557e,TRUE,.K557e,.K,#NAME?,557,#NAME?,,,,,,,,,,,,,,,,
L0112075270,Z 699 L22i 1973,6586,,,,,,"Lancaster, F. W., | E. G. Fayen",Information retrieval: on-line,,Z 699 L22i 1973,Z,699,L22i,TRUE,.L22i,.L,#NAME?,22,#NAME?,,,,,,,,,,,,,,,,
L0112075361,Z 699 L78h,4733,,,,,,"Schultz, Claire K.",H.P. Luhn: Pioneer of information science,,Z 699 L78h,Z,699,L78h,TRUE,.L78h,.L,#NAME?,78,#NAME?,,,,,,,,,,,,,,,,
L0112075445,Z 699 L96 1981,4735,,,,,,"Lynch, Mary Jo",Financing online search services in publicly supported libraries : the report of an ALA survey,,Z 699 L96 1981,Z,699,L96,TRUE,.L96,.L,#NAME?,96,#NAME?,1981,,,,,,,,,,,,,,,
L0112075239,Z 699 L221c 1983,4725,,,,,,"Lancaster, F. Wilfred | Smith, Linda C.",Compatability issues affecting information systems,,Z 699 L221c 1983,Z,699,L221c,TRUE,.L221c,.L,#NAME?,221,#NAME?,1983,,,,,,,,,,,,,,,
L0112075197,Z 699 L221i 1968,6652,,,,,,"Lancaster, F. Wilfred","Information retrieval systems: characteristics, te",,Z 699 L221i 1968,Z,699,L221i,TRUE,.L221i,.L,#NAME?,221,#NAME?,1968,,,,,,,,,,,,,,,
L0112075155,Z 699 L221i 1979,4727,,,,,,"Lancaster, F. Wilfred","Information retrieval systems: characteristics, te",Second ed.,Z 699 L221i 1979,Z,699,L221i,TRUE,.L221i,.L,#NAME?,221,#NAME?,1979,,,,,,,,,,,,,,,
L0112075163,Z 699 L221t,7049,,,,,,"Lancaster, F. W.",Toward Paperless Information Systems,,Z 699 L221t,Z,699,L221t,TRUE,.L221t,.L,#NAME?,221,#NAME?,,,,,,,,,,,,,,,,
L0112075247,Z 699 L221v 1986,4730,,,,,,"Lancaster, F.W.",Vocabulary control for information retrieval,Second ed.,Z 699 L221v 1986,Z,699,L221v,TRUE,.L221v,.L,#NAME?,221,#NAME?,1986,,,,,,,,,,,,,,,
L0112075205,Z 699 L221v,4729,,,,,,"Lancaster, F.W.",Vocabulary control for information retrieval,,Z 699 L221v,Z,699,L221v,TRUE,.L221v,.L,#NAME?,221,#NAME?,,,,,,,,,,,,,,,,
L0112075288,Z 699 L338a,4731,,,,,,"Lancaster, F.W| Drasgow, Laura | Marks, Ellen",The impact of a paperless society on the research,,Z 699 L338a,Z,699,L338a,TRUE,.L338a,.L,#NAME?,338,#NAME?,,,,,,,,,,,,,,,,
L0112075320,Z 699 L473,4732,,,,,,"Li, Tze-chung",An introduction to online searching,,Z 699 L473,Z,699,L473,TRUE,.L473,.L,#NAME?,473,#NAME?,,,,,,,,,,,,,,,,
L0112075403,Z 699 L877o,4734,,,,,,"Loosjes, Th. P.",On documentation of scientific literature,,Z 699 L877o,Z,699,L877o,TRUE,.L877o,.L,#NAME?,877,#NAME?,,,,,,,,,,,,,,,,
L0112075528,Z 699 M3,6769,,,,,,"Maron, ME",An Information Processing Laboratory For Education and Research in Library Science: Phase 1,,Z 699 M3,Z,699,M3,TRUE,.M3,.M,#NAME?,3,#NAME?,,,,,,,,,,,,,,,,
L0112075486,Z 699 M22 1983,4736,,,,,,"McDonal, Dennis D| Rodger, Eleanor J. | Squires, J",International study of copyright of bibliographic,IFLA pub. 27,Z 699 M22 1983,Z,699,M22,TRUE,.M22,.M,#NAME?,22,#NAME?,1983,,,,,,,,,,,,,,,
L0112075577,Z 699 M58a,4741,,,,,,"Council on Library Resources, Inc.",Application of a telereference system to divisiona,Final report,Z 699 M58a,Z,699,M58a,TRUE,.M58a,.M,#NAME?,58,#NAME?,,,,,,,,,,,,,,,,
L0112075536,Z 699 M61a,4742,,,,,,"Miller, Arthur R.","The assault on privacy  computers, data banks & do",,Z 699 M61a,Z,699,M61a,TRUE,.M61a,.M,#NAME?,61,#NAME?,,,,,,,,,,,,,,,,
L0112075569,Z 699 M413 1992,4737,,,,,,"Meadow, Charles T.",Text information retrieval systems,,Z 699 M413 1992,Z,699,M413,TRUE,.M413,.M,#NAME?,413,#NAME?,1992,,,,,,,,,,,,,,,
L0112075601,Z 699 M413 2000,4739,,,,,,"Meadow, Charles T| Boyce, Bert R. | Kraft, Donald",Text information retrieval systems,Second ed.,Z 699 M413 2000,Z,699,M413,TRUE,.M413,.M,#NAME?,413,#NAME?,2000,,,,,,,,,,,,,,,
L0112075619,Z 699 M462a 1973,6585,,,,,,"Meadow, Charles T.",The analysis of information systems,,Z 699 M462a 1973,Z,699,M462a,TRUE,.M462a,.M,#NAME?,462,#NAME?,1973,,,,,,,,,,,,,,,
L0112075494,Z 699 N27,6592,,,,,,National Academy of Sciences,Libraries and information technology: a national system challenge,,Z 699 N27,Z,699,N27,TRUE,.N27,.N,#NAME?,27,#NAME?,,,,,,,,,,,,,,,,
L0112075452,Z 699 N274 1988,4743,,,,,,"Carpenter, Michael",National and international bibliographic databases,,Z 699 N274 1988,Z,699,N274,TRUE,.N274,.N,#NAME?,274,#NAME?,1988,,,,,,,,,,,,,,,
L0112075379,Z 699 O58o 1981,4745,,,,,,,Online '81 conference proceedings,"Nov. 2- 4, 1981",Z 699 O58o 1981,Z,699,O58o,TRUE,.O58o,.O,#NAME?,58,#NAME?,1981,,,,,,,,,,,,,,,
L0112075411,Z 699 O585 1982,4744,,,,,,"Oulton,AJ| Convey, J| Pearce A | Wood AJ",The online public library,,Z 699 O585 1982,Z,699,O585,TRUE,.O585,.O,#NAME?,585,#NAME?,1982,,,,,,,,,,,,,,,
L0112075338,Z 699 P76 1984,4746,,,,,,"Hlava, Margorie M.K.",Private file creation database construction,,Z 699 P76 1984,Z,699,P76,TRUE,.P76,.P,#NAME?,76,#NAME?,1984,,,,,,,,,,,,,,,
L0112075296,Z 699 R24c,4747,,,,,,RECON working task force,Conversion of retrospective catalog records to mac,,Z 699 R24c,Z,699,R24c,TRUE,.R24c,.R,#NAME?,24,#NAME?,,,,,,,,,,Needs donor tag,,,,,,
L0112075254,Z 699 R29,4748,,,,,,"Bourne, C.D.| Peterson, G.D| Lefkowitz, B | Ford,","Requirements, criteria, and measures of performanc",Final report,Z 699 R29,Z,699,R29,TRUE,.R29,.R,#NAME?,29,#NAME?,,,,,,,,,,,,,,,,
L0112075213,Z 699 R43 1984,4749,,,,,,"Reed-Scott, Jutta",Issues in retrospective conversion,Report,Z 699 R43 1984,Z,699,R43,TRUE,.R43,.R,#NAME?,43,#NAME?,1984,,,,,,,,,,,,,,,
L0112076062,Z 699 R69 1983,4751,,,,,,"Rowbottom, M.E| Payne, A.W. | Cronin, B.",The schools information retrieval (SIR) project,LIRR 15,Z 699 R69 1983,Z,699,R69,TRUE,.R69,.R,#NAME?,69,#NAME?,1983,,,,,,,,,,,,,,,
L0112075171,Z 699 R468 1984,4750,,,,,,"Adler, Anne G. | Baber, Elizabeth A.",Retrospective conversion:  from cards to computer,Library Hi Tech series,Z 699 R468 1984,Z,699,R468,TRUE,.R468,.R,#NAME?,468,#NAME?,1984,,,,,,,,,,,,,,,
L0112075825,Z 699 S98,4759,,,,,,American Documentation Institute,Education for information science,"Sept. 7-10, 1965",Z 699 S98,Z,699,S98,TRUE,.S98,.S,#NAME?,98,#NAME?,,,,,,,,,,,,,,,,
L0112075742,Z 699 S99s c.2,4761,,,,,,"Settel, Barbara",Subject description of books,Res. Study no.3,Z 699 S99s c.2,Z,699,S99s,TRUE,.S99s,.S,#NAME?,99,#NAME?,c.2,,,,,,,,,,,,,,,
L0112075783,Z 699 S99s,4760,,,,,,"Settel, Barbara",Subject description of books,Res. Study no.3,Z 699 S99s,Z,699,S99s,TRUE,.S99s,.S,#NAME?,99,#NAME?,,,,,,,,,,,,,,,,
L0112076021,Z 699 S313 1983,4752,,,,,,"Salton, Gerald | McGill, Michael J.",Introduction to modern information retrieval,,Z 699 S313 1983,Z,699,S313,TRUE,.S313,.S,#NAME?,313,#NAME?,1983,,,,,,,,,,,,,,,
L0112075981,Z 699 S322 1977,4753,,,,,,"Samuelson, K| Borko, H | Amey, G.X.",Information systems and networks,,Z 699 S322 1977,Z,699,S322,TRUE,.S322,.S,#NAME?,322,#NAME?,1977,,,,,,,,,,,,,,,
L0112075940,Z 699 S539 1985,4754,,,,,,"Soergel, Dagobert",Organizing information  Principles of data base an,,Z 699 S539 1985,Z,699,S539,TRUE,.S539,.S,#NAME?,539,#NAME?,1985,,,,,,,,,,,,,,,
L0112075908,Z 699 S551d 1966,4756,,,,,,"Shera, J.H.",Documentation and the organization of knowledge,,Z 699 S551d 1966,Z,699,S551d,TRUE,.S551d,.S,#NAME?,551,#NAME?,1966,,,,,,,,,,,,,,,
